"customerID","gender","Partner","Dependents","tenure","PhoneService","PaperlessBilling","MonthlyCharges","TotalCharges","NEW_AVG_Charges","NEW_Increase","NEW_AVG_Service_Fee","Churn"
"6921-OZMFH","1","1","1","5","1","1","55.7","259.4","43.233333333333","0.77618192698983","18.566666666667","0"
"9578-FOMUK","1","0","1","15","1","1","24.8","324.15","20.259375","0.81691028225806","12.4","0"
"4712-UYOOI","0","1","1","20","1","0","20","417.65","19.888095238095","0.99440476190476","10","0"
"8824-RWFXJ","1","1","1","3","1","1","56.15","168.15","42.0375","0.7486642920748","14.0375","1"
"7722-CVFXN","1","1","1","54","1","1","105.2","5637.85","102.50636363636","0.97439509160041","17.533333333333","0"
"8717-VCTXJ","1","0","0","42","1","1","19.55","839.4","19.520930232558","0.99851305537382","9.775","0"
"7363-QTBIW","0","1","0","9","1","1","79.75","769.1","76.91","0.96438871473354","26.583333333333","0"
"4159-NAAIX","0","0","0","63","1","0","97.45","6253","97.703125","1.0025974858902","19.49","0"
"0971-QIFJK","0","1","0","69","1","0","24.25","1641.8","23.454285714286","0.96718703976436","12.125","0"
"9397-TZSHA","0","0","0","69","1","0","24.6","1678.05","23.972142857143","0.97447735191638","12.3","0"
"3391-JSQEW","1","1","0","40","1","1","50.15","2058.5","50.207317073171","1.0011429127252","16.716666666667","0"
"0343-QLUZP","1","0","0","60","0","0","39.6","2424.5","39.745901639344","1.0036843848319","9.9","0"
"9763-PDTKK","0","0","0","4","1","1","94.4","387.2","77.44","0.82033898305085","15.733333333333","1"
"2176-LVPNX","0","0","0","71","1","0","89.85","6293.45","87.409027777778","0.97283280776603","11.23125","0"
"7627-JKIAZ","0","1","0","37","1","1","78.95","2839.65","74.727631578947","0.94651844938502","26.316666666667","1"
"3312-UUMZW","1","1","0","32","1","1","98.85","3145.9","95.330303030303","0.96439355619932","19.77","0"
"1271-UODNO","1","0","0","39","1","1","53.85","2200.7","55.0175","1.0216805942433","17.95","0"
"8461-EFQYM","0","0","0","38","1","1","24.25","914.4","23.446153846154","0.96685170499603","12.125","0"
"6900-RBKER","1","0","0","52","1","1","89.45","4577.75","86.372641509434","0.96559688663425","22.3625","0"
"6891-JPYFF","0","1","1","48","1","1","105.25","4997.5","101.98979591837","0.96902418924815","17.541666666667","0"
"1459-QNFQT","1","1","1","70","0","0","59.5","4144.8","58.377464788732","0.9811338619955","9.9166666666667","0"
"1047-NNCBF","1","0","0","20","1","0","70.55","1493.55","71.121428571429","1.0080996253923","35.275","0"
"3696-XRIEN","0","0","0","50","1","1","82.5","4179.1","81.943137254902","0.99325014854427","11.785714285714","0"
"4081-DYXAV","0","0","0","19","0","1","44.85","893.55","44.6775","0.99615384615385","14.95","1"
"0074-HDKDG","1","1","1","25","1","1","61.6","1611","61.961538461538","1.0058691308691","12.32","0"
"8791-GFXLZ","1","0","0","12","1","1","49.05","593.05","45.619230769231","0.93005567317494","16.35","0"
"8111-SLLHI","1","1","0","39","1","1","105.65","4284.8","107.12","1.0139138665405","17.608333333333","1"
"0927-LCSMG","1","0","0","7","1","0","74.65","544.55","68.06875","0.91183858004019","24.883333333333","1"
"9330-DHBFL","0","1","1","23","1","1","66.25","1533.8","63.908333333333","0.96465408805031","11.041666666667","0"
"0098-BOWSO","1","0","0","27","1","1","19.4","529.8","18.921428571429","0.97533136966127","9.7","0"
"3452-ABWRL","1","0","0","47","1","1","86.05","3865.6","80.533333333333","0.93588998644199","28.683333333333","0"
"5859-HZYLF","1","1","1","26","1","1","19.15","515.75","19.101851851852","0.99748573638913","9.575","0"
"8257-RZAHR","0","1","0","14","1","1","64.7","941","62.733333333333","0.96960329726945","16.175","1"
"5293-WXJAK","0","1","0","11","1","1","104.05","1133.65","94.470833333333","0.90793688931603","17.341666666667","1"
"3156-QLHBO","1","0","1","2","1","0","19.25","48.35","16.116666666667","0.83722943722944","9.625","0"
"2208-NQBCT","0","1","1","26","1","0","81.95","2070.05","76.668518518519","0.93555239192823","20.4875","0"
"1779-PWPMG","0","1","0","72","1","1","114.65","8333.95","114.16369863014","0.99575838316735","14.33125","0"
"6621-NRZAK","0","1","1","63","1","0","20","1209.25","18.89453125","0.9447265625","10","0"
"0831-JNISG","1","1","1","71","1","0","19.8","1396.25","19.392361111111","0.97941217732884","9.9","0"
"0774-IFUVM","1","1","1","11","1","1","65.15","723.35","60.279166666667","0.92523663341008","16.2875","0"
"3082-WQRVY","1","1","0","14","1","0","19.65","228.65","15.243333333333","0.77574215436811","9.825","0"
"9553-DLCLU","0","0","1","13","1","0","88.95","1161.75","82.982142857143","0.93290773307637","11.11875","0"
"1641-BYBTK","1","0","1","6","1","1","20.2","98.35","14.05","0.69554455445545","10.1","0"
"2460-NGXBJ","1","1","1","11","1","1","75.2","775.3","64.608333333333","0.85915336879433","37.6","0"
"2446-ZKVAF","1","1","0","18","1","0","56.8","1074.65","56.560526315789","0.99578391401038","18.933333333333","0"
"0841-NULXI","1","0","0","1","0","1","35.55","35.55","17.775","0.5","17.775","1"
"3522-CDKHF","0","1","0","32","1","1","75.5","2324.7","70.445454545455","0.93305237808549","25.166666666667","0"
"1430-SFQSA","1","0","0","29","0","0","35.6","1072.6","35.753333333333","1.0043071161049","11.866666666667","0"
"0411-EZJZE","0","0","0","3","1","1","60.25","170.5","42.625","0.70746887966805","20.083333333333","0"
"7851-WZEKY","0","0","0","2","1","1","95.15","196.9","65.633333333333","0.6897880539499","23.7875","1"
"8844-TONUD","1","1","1","13","1","1","96.65","1162.85","83.060714285714","0.85939694035918","19.33","1"
"8807-ARQET","0","0","0","41","0","1","40.35","1677.85","39.94880952381","0.99005723726913","13.45","0"
"8992-CEUEN","0","0","0","1","1","0","18.85","18.85","9.425","0.5","9.425","0"
"4320-QMLLA","1","0","0","7","1","0","54.85","370.4","46.3","0.84412032816773","18.283333333333","0"
"8777-PVYGU","0","1","0","52","1","1","64.3","3410.6","64.350943396226","1.0007922767687","12.86","0"
"8292-ITGYJ","0","1","1","45","1","1","24.65","1138.8","24.75652173913","1.0043213687274","12.325","0"
"6870-ZWMNX","1","1","0","70","1","0","76.1","5264.25","74.144366197183","0.97430178971331","12.683333333333","0"
"0621-CXBKL","0","0","0","53","1","0","18.7","1005.7","18.624074074074","0.99593979005744","9.35","0"
"5268-DSMNQ","0","1","0","62","1","1","97.95","5936.55","94.230952380952","0.96203116264372","19.59","0"
"5334-JLAXU","0","1","0","60","1","1","94.1","5475.9","89.768852459016","0.95397292730092","18.82","0"
"4086-YQSNZ","0","1","0","3","1","1","80.4","224.05","56.0125","0.69667288557214","26.8","1"
"6242-MBHPK","0","1","0","23","1","1","95.1","2326.05","96.91875","1.0191246056782","19.02","0"
"5868-CZJDR","1","0","1","1","0","1","31.35","31.35","15.675","0.5","15.675","1"
"9359-UGBTK","0","0","0","67","1","1","72.35","4991.5","73.404411764706","1.0145737631611","12.058333333333","0"
"0135-NMXAP","0","0","0","12","1","1","89.75","1052.4","80.953846153846","0.90199271480609","22.4375","1"
"4782-OSFXZ","0","1","0","71","1","1","82.7","5831.2","80.988888888889","0.97930941824533","11.814285714286","0"
"6479-OAUSD","1","0","0","25","1","0","19.9","510.8","19.646153846154","0.98724391186703","9.95","0"
"7129-ACFOG","0","0","0","5","1","1","53.8","283.95","47.325","0.8796468401487","17.933333333333","0"
"4189-NAKJS","1","0","0","26","1","1","51.55","1295.4","47.977777777778","0.93070373962712","25.775","0"
"5562-BETPV","1","1","1","1","1","0","19.65","19.65","9.825","0.5","9.825","0"
"1282-IHQAC","1","0","0","70","0","1","44.05","3011.65","42.417605633803","0.96294223913287","11.0125","0"
"9127-FHJBZ","1","1","1","72","1","1","114","8093.15","110.86506849315","0.97250060081711","14.25","0"
"6270-OMFIW","1","1","0","60","1","1","94.4","5610.25","91.97131147541","0.97427236732426","18.88","1"
"1641-RQDAY","0","1","1","32","1","1","100.4","3217.65","97.504545454545","0.97116081130025","20.08","0"
"0107-WESLM","1","0","0","1","1","1","19.85","19.85","9.925","0.5","9.925","1"
"6994-ORCWG","0","0","0","14","1","1","54.25","773.2","51.546666666667","0.95016897081413","18.083333333333","0"
"1346-UFHAX","0","0","0","13","1","1","80","1029.35","73.525","0.9190625","26.666666666667","0"
"3992-YWPKO","0","0","0","6","1","1","109.9","669.45","95.635714285714","0.87020668139867","15.7","1"
"2933-XEUJM","0","0","0","46","1","0","79.2","3593.8","76.463829787234","0.96545239630346","13.2","0"
"0125-LZQXK","1","0","0","15","1","1","101.35","1553.95","97.121875","0.95828194375925","16.891666666667","1"
"5461-QKNTN","1","1","0","43","1","1","94.3","3953.15","89.844318181818","0.95274992769691","18.86","0"
"4835-YSJMR","1","0","0","39","1","1","49.8","1971.15","49.27875","0.98953313253012","16.6","0"
"8399-YNDCH","1","0","0","21","1","1","60.05","1236.15","56.188636363636","0.93569752478995","15.0125","1"
"3164-YAXFY","1","0","0","57","0","1","53.75","3196","55.103448275862","1.0251804330393","10.75","0"
"0887-WBJVH","0","1","0","53","1","1","93.45","4872.2","90.225925925926","0.96549947486277","18.69","0"
"4660-IRIBM","1","1","1","18","1","1","87.9","1500.5","78.973684210526","0.898449194659","17.58","0"
"5673-FSSMF","0","0","0","1","1","1","60.15","60.15","30.075","0.5","20.05","1"
"7670-ZBPOQ","0","1","0","58","1","1","61.05","3478.75","58.96186440678","0.96579630477936","15.2625","0"
"8089-UZWLX","0","0","0","71","1","0","104.05","7413.55","102.96597222222","0.98958166479791","20.81","0"
"0080-OROZO","0","0","0","35","1","1","99.25","3532","98.111111111111","0.98852504897845","16.541666666667","0"
"3916-NRPAP","1","0","0","3","1","0","85.7","256.75","64.1875","0.74897899649942","21.425","0"
"6807-SIWJI","1","0","0","38","1","1","104.85","3887.25","99.673076923077","0.95062543560398","17.475","0"
"8221-HVAYI","1","1","1","35","1","1","69.15","2490.15","69.170833333333","1.0003012774162","11.525","0"
"1579-KLYDT","1","0","0","7","1","1","90.45","593.45","74.18125","0.8201354339414","22.6125","1"
"5232-NXPAY","0","0","0","47","1","0","74.45","3510.3","73.13125","0.98228676964406","12.408333333333","0"
"8967-SZQAS","0","0","0","14","1","0","50.45","765.45","51.03","1.011496531219","16.816666666667","0"
"4468-KAZHE","0","1","0","20","1","1","60","1259.35","59.969047619048","0.99948412698413","15","0"
"0455-ENTCR","1","1","0","66","1","0","85.25","5538.35","82.661940298507","0.96964152842824","12.178571428571","0"
"8944-AILEF","1","1","0","15","1","1","19.45","340.85","21.303125","1.0952763496144","9.725","0"
"5542-NKVRU","0","0","0","42","1","1","20.75","844.45","19.638372093023","0.94642757074811","10.375","0"
"7126-RBHSD","0","1","0","17","1","0","78.9","1348.95","74.941666666667","0.94983100971694","26.3","0"
"5370-IIVVL","1","0","0","37","1","1","104.5","3778","99.421052631579","0.95139763283808","17.416666666667","0"
"6789-HJBWG","0","0","0","12","1","1","49.4","611.65","47.05","0.95242914979757","16.466666666667","0"
"3927-NLNRY","1","1","0","53","1","1","94.25","4867.95","90.147222222222","0.95646920129679","18.85","1"
"9087-EYCPR","0","0","0","60","1","0","25","1505.05","24.672950819672","0.98691803278689","12.5","0"
"6791-YBNAK","1","1","1","18","0","0","25.55","467.85","24.623684210526","0.96374497888557","25.55","0"
"6358-LYNGM","1","0","0","1","1","1","74.9","74.9","37.45","0.5","37.45","1"
"6077-BDPXA","0","0","0","3","1","1","70.15","194.2","48.55","0.69208838203849","35.075","0"
"0013-MHZWF","0","0","1","9","1","1","69.4","571.45","57.145","0.82341498559078","13.88","0"
"5494-HECPR","0","0","0","1","1","1","80.25","80.25","40.125","0.5","26.75","1"
"8268-YDIXR","1","1","0","56","1","1","93.15","5253.95","92.174561403509","0.98952830277519","18.63","0"
"9824-BEMCV","1","1","1","17","1","1","69","1149.65","63.869444444444","0.92564412238325","34.5","1"
"1373-ORVIZ","0","1","1","11","1","1","66.35","740.8","61.733333333333","0.9304194925898","16.5875","1"
"4291-SHSBH","1","0","0","7","1","1","69.55","521.35","65.16875","0.93700575125809","34.775","0"
"6980-IMXXE","0","1","1","69","1","0","20.2","1412.65","20.180714285714","0.99904526166902","10.1","0"
"9866-QEVEE","1","0","0","19","1","1","86","1532.45","76.6225","0.89095930232558","28.666666666667","1"
"9897-KXHCM","0","1","1","3","1","1","80.3","250.05","62.5125","0.77848692403487","26.766666666667","1"
"0040-HALCW","1","1","1","54","1","0","20.4","1090.6","19.829090909091","0.97201426024955","10.2","0"
"0784-GTUUK","1","1","0","62","1","1","23.75","1446.8","22.965079365079","0.9669507101086","11.875","0"
"7979-CORPM","1","0","0","24","1","1","90.55","2282.55","91.302","1.0083048039757","22.6375","1"
"2294-DMMUS","0","1","1","62","1","1","70.45","4300.45","68.261111111111","0.96892989511868","17.6125","0"
"0872-JCPIB","1","0","0","17","1","0","65.75","1111.2","61.733333333333","0.93891001267427","16.4375","0"
"3055-MJDSB","1","0","0","9","0","1","24.6","190.1","19.01","0.77276422764228","24.6","0"
"9091-WTUUY","1","1","1","64","1","0","69.25","4447.75","68.426923076923","0.98811441266315","11.541666666667","0"
"1618-CFHME","0","0","0","2","1","1","75.9","143.35","47.783333333333","0.62955643390426","37.95","1"
"3165-HDOEW","1","1","1","1","1","1","45.85","45.85","22.925","0.5","22.925","1"
"6581-NQCBA","0","1","0","16","0","1","49.95","810.2","47.658823529412","0.95413060118942","12.4875","1"
"7115-IRDHS","0","1","0","72","1","0","24.65","1830.05","25.069178082192","1.0170051960321","12.325","0"
"8496-DMZUK","1","0","0","30","1","0","90.4","2820.65","90.988709677419","1.0065122751927","18.08","0"
"2040-VZIKE","0","1","0","49","1","1","100.85","4847.35","96.947","0.96129895884978","20.17","0"
"9068-VPWQQ","1","1","0","61","1","0","75.35","4729.3","76.279032258065","1.012329558833","12.558333333333","0"
"0178-SZBHO","1","1","1","47","1","0","87.2","4017.45","83.696875","0.95982654816514","21.8","0"
"0384-RVBPI","1","0","0","20","1","0","64.4","1398.6","66.6","1.0341614906832","12.88","0"
"1689-MRZQR","1","1","1","34","1","0","78.3","2564.3","73.265714285714","0.93570516329137","26.1","1"
"1299-AURJA","0","1","1","70","1","0","24.7","1685.9","23.745070422535","0.96133888350345","12.35","0"
"4525-VZCZG","1","0","1","54","1","1","105.85","5826.65","105.93909090909","1.0008416713188","15.121428571429","0"
"1543-LLLFT","1","1","0","61","1","1","98.3","6066.55","97.847580645161","0.99539756505759","16.383333333333","0"
"5835-BEQEU","1","0","0","3","1","1","76.95","228.4","57.1","0.74204028589993","38.475","1"
"2788-CJQAQ","1","0","0","13","1","0","19.45","270.2","19.3","0.99228791773779","9.725","0"
"5565-FILXA","0","0","0","16","1","1","96.15","1529.2","89.952941176471","0.9355480101557","24.0375","1"
"0319-QZTCO","0","1","1","3","1","1","58.7","168.6","42.15","0.71805792163543","14.675","0"
"2120-SMPEX","1","0","0","25","1","1","20.15","536.35","20.628846153846","1.023764077114","10.075","0"
"0096-FCPUF","1","0","0","30","1","1","64.5","1888.45","60.917741935484","0.94446111527882","16.125","0"
"0668-OGMHD","0","1","0","21","0","0","28.5","629.35","28.606818181818","1.0037480063796","14.25","0"
"5552-ZNFSJ","1","0","0","1","1","0","45.3","45.3","22.65","0.5","22.65","1"
"2223-KAGMX","0","0","0","15","1","0","19.4","289.3","18.08125","0.93202319587629","9.7","1"
"6507-ZJSUR","1","1","0","23","1","1","90.45","2117.25","88.21875","0.97533167495854","22.6125","0"
"9408-HRXRK","0","1","1","45","1","1","105.15","4730.9","102.84565217391","0.97808513717464","17.525","0"
"5593-SUAOO","0","1","1","24","1","0","83.15","2033.05","81.322","0.97801563439567","20.7875","0"
"7321-PKUYW","0","0","0","11","1","0","90.15","987.95","82.329166666667","0.91324644111666","22.5375","1"
"2833-SLKDQ","1","0","0","1","1","0","45.05","45.05","22.525","0.5","22.525","1"
"6766-HFKLA","0","1","0","56","1","0","103.2","5744.35","100.77807017544","0.9765316877465","17.2","0"
"7595-EUIVN","0","0","0","1","1","0","75.8","75.8","37.9","0.5","25.266666666667","1"
"7617-EYGLW","1","0","0","1","1","0","19.45","19.45","9.725","0.5","9.725","0"
"2026-TGDHM","0","0","0","7","1","1","79.3","523.15","65.39375","0.82463745271122","26.433333333333","1"
"9220-ZNKJI","0","1","0","55","1","0","88.8","4805.3","85.808928571429","0.96631676319176","17.76","0"
"4030-VPZBD","0","0","0","2","0","1","30.9","59.05","19.683333333333","0.63700107874865","15.45","1"
"2226-ICFDO","0","1","1","72","1","1","85.9","6110.75","83.708904109589","0.97449248090325","12.271428571429","0"
"0723-VSOBE","0","0","0","45","0","0","34.2","1596.6","34.708695652174","1.0148741418764","17.1","0"
"5529-GIBVH","0","0","0","47","1","0","20.15","1046.2","21.795833333333","1.0816790736146","10.075","0"
"4187-CINZD","0","0","0","46","1","0","95.25","4424.2","94.131914893617","0.98826157368627","19.05","1"
"9992-UJOEL","1","0","0","2","1","1","50.3","92.75","30.916666666667","0.61464546056991","16.766666666667","0"
"4741-WWJQZ","0","1","0","2","1","1","80.15","194.55","64.85","0.80910792264504","20.0375","0"
"6625-UTXEW","0","1","0","12","1","1","51.25","612.1","47.084615384615","0.91872420262664","17.083333333333","0"
"6818-WOBHJ","0","1","0","68","1","1","89.6","6127.6","88.805797101449","0.99113612836439","22.4","1"
"6244-BESBM","1","1","1","69","1","1","95.2","6671.7","95.31","1.0011554621849","19.04","0"
"1004-NOZNR","1","0","1","56","1","0","94.8","5264.3","92.356140350877","0.97422088977719","18.96","0"
"1251-STYSZ","0","0","0","4","1","1","80.25","303.7","60.74","0.75688473520249","26.75","0"
"2612-PHGOX","1","1","0","64","1","1","76.1","4818.8","74.135384615385","0.9741837662994","12.683333333333","0"
"2408-TZMJL","1","1","0","59","1","1","110.15","6448.05","107.4675","0.97564684521108","15.735714285714","1"
"8480-PPONV","1","1","1","62","1","0","115.55","7159.05","113.63571428571","0.98343326945664","14.44375","0"
"8780-IHCRN","1","1","1","63","1","0","24.65","1574.5","24.6015625","0.99803498985801","12.325","0"
"4598-ZADCK","0","0","0","53","0","1","53.6","2879.2","53.318518518519","0.99474847982311","8.9333333333333","0"
"1257-SXUXQ","1","1","1","5","1","0","19.45","86.05","14.341666666667","0.73736075407027","9.725","0"
"9681-KYGYB","1","1","0","49","1","1","88.2","4159.45","83.189","0.94318594104308","17.64","0"
"7182-OVLBJ","0","1","1","62","1","1","101.15","6638.35","105.37063492063","1.0417264945194","20.23","0"
"5095-ETBRJ","0","1","0","55","1","0","56.8","3112.05","55.572321428571","0.97838594064386","11.36","0"
"7005-CYUIL","0","1","0","71","1","1","99.4","7168.25","99.559027777778","1.00159987704","14.2","0"
"4821-WQOYN","0","1","1","72","1","1","20.1","1326.25","18.167808219178","0.9038710556805","10.05","0"
"4730-AWNAU","1","1","1","36","0","0","60.7","2234.55","60.393243243243","0.99494634667617","10.116666666667","0"
"3452-FLHYD","1","1","0","25","1","1","20.95","495.15","19.044230769231","0.90903249495135","10.475","0"
"2388-LAESQ","0","1","0","72","1","1","114.85","8317.95","113.94452054795","0.99211598213274","14.35625","0"
"9531-NSBMR","0","0","0","36","1","1","19.25","679.8","18.372972972973","0.95444015444015","9.625","0"
"6260-ONULR","1","0","0","1","1","1","62.8","62.8","31.4","0.5","15.7","0"
"4389-UEFCZ","0","1","0","72","1","1","105.5","7544","103.34246575342","0.97954943842109","17.583333333333","0"
"8711-LOBKY","1","1","1","59","1","0","19.85","1188.25","19.804166666667","0.99769101595298","9.925","0"
"9134-CEQMF","1","1","0","7","1","1","89.5","676.7","84.5875","0.94511173184358","22.375","1"
"8985-OOPOS","0","0","0","1","1","0","74.1","74.1","37.05","0.5","12.35","0"
"8800-ZKRFW","0","1","1","30","1","1","107.5","3242.5","104.59677419355","0.97299324831208","15.357142857143","0"
"2616-FLVQC","1","0","0","64","1","0","19.55","1240.15","19.079230769231","0.97591973244147","9.775","0"
"9968-FFVVH","1","0","0","63","1","0","68.8","4111.35","64.23984375","0.93371865915698","11.466666666667","0"
"3108-PCCGG","1","1","0","72","1","0","84.45","5899.85","80.819863013699","0.95701436369093","12.064285714286","0"
"7993-PYKOF","1","1","0","8","1","0","75","632.95","70.327777777778","0.9377037037037","25","1"
"8390-FESFV","0","0","0","62","1","0","84.5","5193.2","82.431746031746","0.97552362167747","12.071428571429","0"
"3022-BEXHZ","1","1","1","67","1","1","111.2","7530.8","110.74705882353","0.99592678798138","15.885714285714","0"
"5027-XWQHA","1","0","0","6","1","0","44.75","270.95","38.707142857143","0.86496408619314","22.375","1"
"6248-TKCQV","0","1","1","70","1","1","80.6","5460.2","76.904225352113","0.95414671652745","13.433333333333","0"
"6729-GDNGC","0","0","0","20","1","0","80.7","1614.2","76.866666666667","0.95249896736886","26.9","0"
"6198-ZFIOJ","0","0","0","5","1","0","75.6","402.5","67.083333333333","0.88734567901235","37.8","0"
"5989-OMNJE","0","1","1","24","0","0","57.6","1367.75","54.71","0.94982638888889","9.6","0"
"4566-QVRRW","0","1","0","11","1","1","44.05","483.7","40.308333333333","0.91505864547862","22.025","1"
"1291-CUOCY","1","1","0","72","1","1","110.6","7962.2","109.07123287671","0.98617751244767","15.8","0"
"9795-SHUHB","0","1","1","66","1","1","58.2","3810.8","56.877611940299","0.97727855567523","11.64","0"
"3230-IUALN","0","1","1","45","1","1","81","3533.6","76.817391304348","0.94836285560923","11.571428571429","0"
"0042-RLHYP","0","1","1","69","1","0","19.7","1396.9","19.955714285714","1.0129804205946","9.85","0"
"8519-IMDHU","1","1","0","15","1","1","85.6","1345.55","84.096875","0.98244012850467","28.533333333333","1"
"4945-RVMTE","0","0","0","28","1","1","59.55","1646.45","56.774137931034","0.95338602738933","14.8875","0"
"0201-OAMXR","0","0","0","70","1","0","115.55","8127.6","114.47323943662","0.99068143173189","14.44375","1"
"1866-NXPSP","0","0","0","36","1","1","75.55","2680.15","72.436486486486","0.95878870266693","10.792857142857","0"
"3372-KWFBM","1","0","0","16","1","1","86.6","1281","75.352941176471","0.87012634152968","28.866666666667","1"
"7831-QGOXH","0","0","0","18","1","1","85.2","1553.9","81.784210526316","0.95990857425253","28.4","1"
"6393-WRYZE","0","1","0","34","1","1","97.65","3207.55","91.644285714286","0.93849754955746","24.4125","1"
"3941-XTSKM","1","1","1","42","0","1","45.1","2049.05","47.652325581395","1.0565925849533","11.275","0"
"1661-CZBAU","1","0","0","48","1","1","70.95","3629.2","74.065306122449","1.0439084724799","14.19","0"
"6599-RCLCJ","1","1","0","47","1","1","109.55","5124.55","106.76145833333","0.97454548912217","15.65","1"
"9831-BPFRI","0","1","1","39","1","1","89.55","3474.45","86.86125","0.96997487437186","17.91","1"
"5158-RIVOP","0","1","1","11","1","0","20.9","202.3","16.858333333333","0.80661881977671","10.45","0"
"9788-YTFGE","1","0","0","7","1","1","19.95","147.5","18.4375","0.92418546365915","9.975","0"
"9277-JOOMO","0","0","0","3","1","0","24.6","86.35","21.5875","0.8775406504065","12.3","0"
"1907-YLNYW","1","0","0","8","1","1","66.7","579","64.333333333333","0.96451774112944","13.34","0"
"1725-MIMXW","1","0","1","1","1","1","19.45","19.45","9.725","0.5","9.725","1"
"8947-YRTDV","1","1","1","32","1","0","94.8","3131.55","94.895454545455","1.0010069044879","15.8","0"
"3161-ONRWK","1","1","1","60","1","1","65.85","3928.3","64.398360655738","0.97795536303322","10.975","0"
"0114-RSRRW","0","1","0","10","1","1","19.95","187.75","17.068181818182","0.85554796081112","9.975","0"
"4565-NLZBV","0","1","0","71","1","1","24.65","1710.15","23.752083333333","0.96357336037863","12.325","0"
"0031-PVLZI","0","1","1","4","1","0","20.35","76.35","15.27","0.75036855036855","10.175","1"
"7206-GZCDC","0","0","0","1","1","1","69.25","69.25","34.625","0.5","34.625","1"
"6682-VCIXC","0","1","1","43","0","1","51.25","2151.6","48.9","0.95414634146341","10.25","0"
"4791-QRGMF","1","1","0","59","1","1","99.5","5961.1","99.351666666667","0.99850921273032","19.9","1"
"6475-VHUIZ","0","1","0","23","1","0","54.25","1221.55","50.897916666667","0.93821044546851","13.5625","0"
"3910-MRQOY","0","1","0","72","1","0","19.4","1496.45","20.499315068493","1.0566657251801","9.7","0"
"0661-WCQNQ","1","1","0","22","1","1","56.25","1292.2","56.182608695652","0.99880193236715","14.0625","0"
"7537-RBWEA","0","0","0","1","0","1","25.15","25.15","12.575","0.5","25.15","0"
"4656-CAURT","1","0","0","69","1","0","23.95","1713.1","24.472857142857","1.0218311959439","11.975","0"
"0121-SNYRK","1","0","0","50","0","1","35.4","1748.9","34.292156862745","0.96870499612274","11.8","0"
"1768-ZAIFU","0","0","0","1","0","1","25.2","25.2","12.6","0.5","25.2","1"
"4671-LXRDQ","1","0","0","2","1","1","45","96.45","32.15","0.71444444444444","22.5","1"
"3733-LSYCE","0","1","0","15","1","0","75.35","1114.55","69.659375","0.92447743861977","25.116666666667","0"
"6265-FRMTQ","1","0","0","31","1","0","20.4","609.1","19.034375","0.93305759803922","10.2","0"
"1934-SJVJK","1","0","0","1","1","0","20.15","20.15","10.075","0.5","10.075","1"
"3838-OZURD","1","1","0","66","1","1","105","7133.25","106.46641791045","1.0139658848614","17.5","1"
"1371-DWPAZ","0","1","1","0","0","0","56.05","1397.475","1397.475","24.932649420161","9.3416666666667","0"
"9269-CQOOL","1","0","1","3","1","1","54.7","169.45","42.3625","0.77445155393053","18.233333333333","1"
"2017-CCBLH","0","0","0","8","1","0","20","141.6","15.733333333333","0.78666666666667","10","0"
"7690-KPNCU","1","1","1","64","1","1","73.05","4688.65","72.133076923077","0.98744800716053","12.175","0"
"0536-BGFMZ","0","1","0","28","1","0","20.5","563.05","19.415517241379","0.9470984020185","10.25","0"
"2293-IJWPS","0","1","0","57","1","1","100.75","5985","103.18965517241","1.0242149396766","20.15","0"
"2845-HSJCY","0","1","1","14","1","1","87.25","1258.6","83.906666666667","0.96168099331423","21.8125","1"
"5469-NUJUR","1","0","0","19","1","1","19.95","373.5","18.675","0.93609022556391","9.975","0"
"1184-PJVDB","1","1","0","10","1","1","79.95","857.2","77.927272727273","0.97470009665132","26.65","1"
"2625-TRCZQ","0","1","0","51","0","1","49.65","2553.35","49.102884615385","0.9889805562011","12.4125","0"
"4102-HLENU","0","1","0","67","1","0","65.65","4322.85","63.571323529412","0.96833699207025","13.13","0"
"7266-GSSJX","1","1","1","11","1","1","20.45","250.8","20.9","1.0220048899756","10.225","0"
"7722-VJRQD","1","1","1","72","0","0","60.95","4549.05","62.315753424658","1.0224077674267","10.158333333333","0"
"7073-QETQY","1","1","1","66","1","1","20.35","1359.5","20.291044776119","0.99710293740144","10.175","0"
"9415-DPEWS","0","0","0","18","1","1","88.35","1639.3","86.278947368421","0.97655854406815","22.0875","1"
"5624-RYAMH","0","0","0","9","1","1","19.5","178.85","17.885","0.91717948717949","9.75","0"
"0196-JTUQI","0","0","0","9","1","1","75.2","633.85","63.385","0.84288563829787","37.6","0"
"7130-YXBRO","1","1","0","48","1","1","111.45","5315.1","108.47142857143","0.9732743703134","15.921428571429","0"
"9272-LSVYH","1","0","0","10","1","0","70.15","735.5","66.863636363636","0.95315233590358","35.075","0"
"7943-RQCHR","0","0","0","9","1","1","94.75","889.9","88.99","0.93920844327177","23.6875","1"
"3793-MMFUH","0","0","0","13","1","1","95.05","1290","92.142857142857","0.9694145938228","23.7625","1"
"3249-ZPQRG","1","0","0","4","1","0","78.45","330.05","66.01","0.84142766093053","26.15","1"
"2568-BRGYX","1","0","0","4","1","1","70.2","237.95","47.59","0.67792022792023","35.1","1"
"3084-DOWLE","0","1","0","72","1","0","92","6474.4","88.690410958904","0.96402620607504","11.5","0"
"1084-MNSMJ","0","1","1","51","1","0","85.5","4421.95","85.0375","0.99459064327485","10.6875","0"
